original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;HasContrast
9,55;2468,4;171,148;19,484;1,186;0,885;0,458;1,28;0,974;0,843;0,828;0,992;0,966;-0,416;0,887;0,182;2,231;0,402;2,952;0,904;0,63;4,461;2,356;5,168;0
7,183;2104,96;146,724;15,033;0,938;0,883;0,348;1,063;0,815;0,88;0,87;0,994;0,974;-0,444;0,864;0,145;1,913;0,501;2,427;0,903;0,705;3,826;1,974;3,993;0
7,021;1930,884;137,756;14,49;0,776;0,898;0,317;1,015;0,674;0,885;0,877;0,995;0,976;-0,461;0,87;0,149;1,895;0,5;2,377;0,918;0,704;3,791;1,954;3,816;0
8,783;2235,128;154,358;17,388;0,849;0,907;0,385;1,167;0,698;0,854;0,844;0,994;0,97;-0,444;0,898;0,202;2,156;0,377;2,886;0,923;0,607;4,312;2,365;4,559;0
16,894;4006,844;244,143;35,154;10,724;0,533;1,876;2,451;7,18;0,654;0,606;0,937;0,885;-0,114;0,636;0,126;3,284;0,226;4,363;0,57;0,47;6,569;3,213;11,47;1
6,121;1966,235;136,222;13,074;0,687;0,9;0,246;0,834;0,625;0,914;0,908;0,995;0,982;-0,5;0,851;0,112;1,739;0,596;1,938;0,925;0,77;3,478;1,621;3,44;0
6,558;1888,492;134;13,68;0,823;0,887;0,312;0,993;0,724;0,891;0,882;0,994;0,977;-0,453;0,855;0,136;1,829;0,531;2,256;0,909;0,727;3,657;1,846;3,626;0
12,158;2828,4;191,316;23,491;1,061;0,914;0,506;1,378;0,8;0,81;0,795;0,992;0,961;-0,418;0,916;0,244;2,559;0,286;3,486;0,923;0,525;5,119;2,802;6,138;1
6,706;2177,424;146,975;14,116;0,768;0,897;0,312;1,002;0,669;0,888;0,879;0,995;0,976;-0,447;0,856;0,145;1,835;0,517;2,299;0,911;0,716;3,671;1,89;3,721;0
8,786;2219,597;152,782;17,299;0,988;0,892;0,428;1,243;0,802;0,843;0,83;0,993;0,967;-0,42;0,891;0,203;2,17;0,37;2,989;0,907;0,602;4,34;2,415;4,572;0
6,786;2076,497;144,636;14,398;0,753;0,901;0,282;0,926;0,672;0,901;0,893;0,995;0,979;-0,482;0,863;0,129;1,837;0,55;2,159;0,92;0,739;3,674;1,79;3,788;0
7,38;1921,253;135,999;14,864;0,894;0,887;0,378;1,145;0,749;0,863;0,852;0,994;0,971;-0,421;0,867;0,173;1,972;0,447;2,627;0,904;0,665;3,944;2,126;3,94;0
8,832;2297,819;157,387;17,594;1,417;0,851;0,543;1,416;1,118;0,817;0,798;0,99;0,959;-0,355;0,86;0,194;2,188;0,368;3,127;0,863;0,602;4,376;2,453;4,753;0
10,39;2490,435;171,651;20,579;1,14;0,895;0,467;1,307;0,919;0,834;0,82;0,992;0,965;-0,426;0,903;0,202;2,352;0,357;3,137;0,912;0,592;4,704;2,514;5,43;0
6,89;1895,393;134,831;14,162;0,593;0,92;0,254;0,88;0,528;0,904;0,898;0,996;0,981;-0,517;0,886;0,137;1,87;0,519;2,212;0,937;0,717;3,741;1,869;3,689;0
10,892;2271,289;157,592;20,407;0,928;0,913;0,442;1,269;0,73;0,83;0,819;0,993;0,966;-0,446;0,921;0,237;2,454;0,293;3,31;0,93;0,53;4,908;2,703;5,334;0
13,63;2672,403;172,399;26,827;9,243;0,488;1,792;2,48;6,016;0,642;0,591;0,943;0,886;-0,104;0,622;0,148;3,039;0,209;4,51;0,55;0,451;6,078;3,223;9,017;0
10,514;2187,856;149,927;19,405;1,175;0,886;0,528;1,413;0,892;0,807;0,79;0,991;0,96;-0,396;0,904;0,242;2,441;0,281;3,474;0,902;0,521;4,881;2,76;5,145;0
14,335;2528,938;160,822;24,762;0,76;0,94;0,426;1,241;0,575;0,827;0,816;0,994;0,966;-0,5;0,952;0,256;2,887;0,233;3,578;0,95;0,468;5,774;2,978;6,381;0
7,259;1960,082;139,288;14,923;0,93;0,883;0,357;1,088;0,8;0,875;0,865;0,993;0,973;-0,439;0,868;0,154;1,939;0,484;2,495;0,904;0,693;3,879;2,027;3,963;0
7,102;1838,08;132,102;14,416;0,911;0,881;0,355;1,087;0,783;0,875;0,865;0,994;0,973;-0,438;0,868;0,158;1,93;0,476;2,508;0,904;0,686;3,86;2,041;3,832;0
7,532;1856,75;133,211;14,961;0,914;0,885;0,388;1,166;0,761;0,859;0,848;0,993;0,97;-0,422;0,875;0,178;2,005;0,428;2,725;0,9;0,65;4,01;2,204;3,969;0
7,206;1811,177;130,284;14,312;0,661;0,912;0,242;0,83;0,601;0,912;0,907;0,996;0,982;-0,57;0,919;0,128;1,948;0,459;2,351;0,937;0,668;3,895;2,034;3,743;0
7,002;1940,408;137,739;14,463;0,611;0,919;0,254;0,877;0,545;0,906;0,9;0,996;0,981;-0,524;0,889;0,131;1,881;0,529;2,209;0,934;0,724;3,762;1,862;3,769;0
6,298;1774,223;127,419;13,104;0,743;0,893;0,275;0,907;0,665;0,904;0,896;0,995;0,979;-0,488;0,862;0,122;1,791;0,562;2,117;0,916;0,748;3,582;1,752;3,462;0
14,335;2528,938;160,822;24,762;0,76;0,94;0,426;1,241;0,575;0,827;0,816;0,994;0,966;-0,5;0,952;0,256;2,887;0,233;3,578;0,95;0,468;5,774;2,978;6,381;0
9,104;2140,529;150,665;17,981;1,588;0,838;0,572;1,452;1,257;0,813;0,793;0,989;0,958;-0,351;0,86;0,19;2,237;0,367;3,181;0,854;0,602;4,475;2,481;4,892;0
7,083;1841,065;132,449;14,392;0,774;0,898;0,324;1,034;0,668;0,882;0,873;0,994;0,975;-0,46;0,875;0,154;1,918;0,488;2,434;0,916;0,695;3,836;1,998;3,792;0
10,867;2350,519;161,08;20,685;1,962;0,827;0,713;1,65;1,448;0,773;0,747;0,986;0,947;-0,314;0,859;0,209;2,487;0,296;3,625;0,84;0,539;4,974;2,772;5,662;0
6,334;1567,205;115,869;12,642;0,717;0,893;0,307;1,002;0,621;0,886;0,878;0,995;0,977;-0,449;0,862;0,156;1,831;0,496;2,363;0,912;0,7;3,662;1,952;3,34;0
8,088;2083,147;149,065;16,633;0,69;0,92;0,285;0,945;0,607;0,896;0,889;0,995;0,978;-0,534;0,907;0,138;2,025;0,508;2,386;0,941;0,71;4,051;1,995;4,331;0
11,51;3406,756;237,446;25,512;1,326;0,901;0,403;1,126;1,16;0,876;0,864;0,991;0,971;-0,495;0,907;0,131;2,337;0,498;2,645;0,929;0,704;4,675;2,126;6,709;1
7,585;3024,882;203,092;17,712;0,639;0,93;0,178;0,603;0,606;0,946;0,942;0,996;0,987;-0,639;0,886;0,063;1,821;0,679;1,641;0,953;0,823;3,642;1,409;4,588;1
7,656;2642,194;176,072;16,97;1,28;0,86;0,37;1,043;1,141;0,889;0,877;0,992;0,974;-0,45;0,851;0,111;1,932;0,566;2,228;0,892;0,751;3,864;1,791;4,563;0
9,005;3146,587;208,219;19,88;0,403;0,96;0,156;0,603;0,378;0,944;0,941;0,997;0,988;-0,685;0,935;0,078;2,034;0,569;2,001;0,971;0,751;4,067;1,779;5,071;1
6,944;1878,547;135,718;14,462;0,641;0,915;0,248;0,851;0,578;0,911;0,905;0,996;0,981;-0,54;0,888;0,118;1,868;0,566;2,109;0,939;0,751;3,735;1,773;3,776;0
6,618;1967,71;139,968;14,109;0,638;0,913;0,232;0,798;0,583;0,92;0,914;0,996;0,983;-0,55;0,877;0,103;1,803;0,608;1,941;0,937;0,779;3,606;1,631;3,687;0
6,866;2029,832;143,975;14,648;0,792;0,897;0,275;0,89;0,715;0,908;0,9;0,995;0,98;-0,514;0,873;0,112;1,844;0,583;2,085;0,925;0,762;3,689;1,725;3,86;0
7,629;1853,948;137,925;15,714;0,994;0,881;0,36;1,081;0,862;0,879;0,868;0,993;0,973;-0,459;0,878;0,14;1,987;0,502;2,482;0,908;0,707;3,974;2,006;4,177;0
7,7;1998,502;145,874;16,057;0,863;0,898;0,322;1,011;0,757;0,888;0,879;0,994;0,976;-0,484;0,883;0,138;1,975;0,515;2,388;0,921;0,716;3,95;1,959;4,23;0
7,248;1633,973;124,588;14,591;0,725;0,905;0,309;1,002;0,628;0,887;0,879;0,995;0,976;-0,484;0,885;0,146;1,945;0,502;2,402;0,926;0,706;3,889;1,978;3,829;0
9,255;2750,366;192,428;19,98;0,733;0,929;0,264;0,879;0,661;0,907;0,901;0,995;0,98;-0,57;0,921;0,128;2,108;0,508;2,385;0,946;0,71;4,216;2,027;5,178;1
6,608;1798,944;127,819;13,521;0,705;0,901;0,298;0,972;0,615;0,894;0,885;0,995;0,977;-0,476;0,867;0,129;1,845;0,543;2,238;0,912;0,735;3,69;1,834;3,557;0
9,825;2486,192;166,63;19,222;0,822;0,918;0,331;1,041;0,709;0,877;0,87;0,994;0,975;-0,529;0,933;0,178;2,286;0,375;2,865;0,933;0,605;4,572;2,428;5,011;0
8,334;2073,059;147,034;16,775;0,586;0,932;0,249;0,866;0,522;0,906;0,9;0,996;0,981;-0,576;0,925;0,138;2,071;0,477;2,405;0,947;0,686;4,141;2,069;4,34;0
6,789;1847,96;131,974;14,007;0,791;0,893;0,302;0,969;0,698;0,895;0,886;0,994;0,977;-0,485;0,873;0,128;1,867;0,54;2,253;0,911;0,733;3,734;1,848;3,699;0
8,478;2291,864;155,983;17,067;0,705;0,921;0,281;0,932;0,623;0,896;0,89;0,995;0,979;-0,549;0,922;0,151;2,095;0,447;2,53;0,937;0,663;4,189;2,159;4,443;0
7,158;1646,251;119,723;13,796;0,702;0,903;0,243;0,823;0,641;0,915;0,91;0,995;0,982;-0,607;0,937;0,121;1,971;0,453;2,422;0,942;0,664;3,942;2,1;3,624;0
10,427;1927,251;136,157;19,105;2,198;0,794;0,778;1,731;1,588;0,759;0,729;0,984;0,943;-0,287;0,844;0,211;2,49;0,28;3,747;0,811;0,524;4,98;2,828;5,326;0
8,165;1743,274;125,275;15,262;0,763;0,905;0,338;1,065;0,646;0,871;0,863;0,995;0,974;-0,503;0,925;0,189;2,131;0,372;2,888;0,922;0,602;4,262;2,425;4,006;0
6,233;1440,412;108,786;12,364;1,016;0,848;0,383;1,131;0,868;0,871;0,858;0,993;0,971;-0,398;0,84;0,147;1,843;0,498;2,474;0,869;0,703;3,685;1,977;3,345;0
8,882;2555,195;173,689;18,433;0,72;0,925;0,272;0,903;0,644;0,901;0,895;0,995;0,98;-0,557;0,923;0,144;2,11;0,464;2,487;0,945;0,677;4,221;2,133;4,788;0
7,855;2240,338;157,298;16,625;0,86;0,902;0,313;0,986;0,76;0,893;0,884;0,994;0,977;-0,495;0,884;0,13;1,978;0,531;2,325;0,924;0,727;3,957;1,911;4,371;0
8,566;2220,694;157,956;17,71;0,926;0,901;0,366;1,108;0,79;0,872;0,861;0,993;0,973;-0,465;0,89;0,154;2,09;0,473;2,606;0,92;0,686;4,181;2,118;4,659;0
9,481;2698,323;183,548;20,023;0,753;0,928;0,293;0,953;0,665;0,897;0,889;0,995;0,978;-0,55;0,913;0,129;2,159;0,514;2,376;0,948;0,715;4,319;1,972;5,194;0
7,243;2171,886;150,858;15,352;0,637;0,92;0,251;0,858;0,573;0,91;0,904;0,996;0,981;-0,533;0,885;0,119;1,888;0,563;2,115;0,936;0,749;3,776;1,776;3,997;0
7,683;2047,377;146,349;15,902;0,743;0,911;0,3;0,978;0,651;0,891;0,883;0,995;0,977;-0,495;0,889;0,146;1,973;0,504;2,386;0,931;0,707;3,946;1,983;4,161;0
8,511;2299,548;161,731;17,753;0,795;0,914;0,304;0,977;0,701;0,892;0,884;0,994;0,977;-0,517;0,902;0,142;2,067;0,498;2,43;0,935;0,703;4,133;2,023;4,637;0
7,479;2373,546;163,361;16,217;0,794;0,907;0,275;0,892;0,717;0,907;0,9;0,995;0,98;-0,52;0,879;0,114;1,904;0,572;2,122;0,93;0,755;3,807;1,762;4,253;0
10,373;2936,793;197,81;21,957;1,507;0,872;0,491;1,293;1,262;0,847;0,83;0,99;0,964;-0,423;0,883;0,147;2,294;0,451;2,832;0,897;0,669;4,587;2,235;5,866;0
8,586;2818,174;186,037;18,5;1,354;0,864;0,439;1,206;1,158;0,86;0,846;0,991;0,968;-0,413;0,862;0,146;2,074;0,476;2,632;0,88;0,688;4,147;2,105;4,964;0
7,587;2248,803;156,304;16,104;0,692;0,918;0,262;0,88;0,622;0,907;0,9;0,995;0,98;-0,533;0,891;0,123;1,932;0,55;2,178;0,937;0,74;3,865;1,828;4,199;0
8,341;2308,879;160,818;17,397;0,731;0,919;0,293;0,959;0,644;0,895;0,887;0,995;0,978;-0,52;0,901;0,139;2,043;0,506;2,39;0,937;0,709;4,086;1,992;4,532;0
7,396;2147,095;149,191;15,518;0,678;0,916;0,265;0,892;0,606;0,905;0,898;0,995;0,98;-0,522;0,887;0,129;1,92;0,544;2,197;0,935;0,735;3,84;1,842;4,049;0
6,002;1842,994;130,601;12,824;0,645;0,904;0,218;0,755;0,596;0,926;0,92;0,996;0,984;-0,542;0,857;0,095;1,72;0,637;1,792;0,931;0,797;3,439;1,508;3,367;0
9,103;2310,828;163,886;18,799;0,649;0,933;0,278;0,933;0,57;0,897;0,89;0,995;0,979;-0,549;0,915;0,14;2,137;0,497;2,411;0,949;0,702;4,273;2,029;4,862;0
11,543;2718,788;183,531;22,932;0,745;0,937;0,286;0,938;0,66;0,896;0,89;0,995;0,978;-0,583;0,943;0,148;2,449;0,412;2,697;0,954;0,636;4,897;2,32;5,919;0
9,516;2576,567;177,095;19,896;1,529;0,857;0,511;1,327;1,264;0,842;0,823;0,989;0,963;-0,397;0,869;0,148;2,219;0,448;2,854;0,881;0,667;4,438;2,237;5,356;0
8,821;2392,923;167,698;18,461;1;0,897;0,361;1,084;0,867;0,878;0,867;0,993;0,973;-0,481;0,895;0,145;2,111;0,484;2,572;0,92;0,693;4,222;2,095;4,865;0
7,103;2106,45;147,519;15,098;0,721;0,909;0,257;0,858;0,653;0,912;0,905;0,995;0,981;-0,531;0,881;0,113;1,873;0,575;2,079;0,932;0,756;3,746;1,738;3,955;0
8,264;2072,49;150,359;16,977;0,57;0,935;0,199;0,712;0,529;0,931;0,926;0,996;0,985;-0,648;0,936;0,097;2,04;0,51;2,189;0,959;0,709;4,08;1,923;4,387;0
8,338;2198,479;155,999;17,261;0,86;0,905;0,34;1,056;0,743;0,88;0,87;0,994;0,974;-0,483;0,893;0,148;2,058;0,485;2,528;0,924;0,694;4,117;2,071;4,53;0
8,272;2099,957;151,803;17,076;0,557;0,937;0,192;0,691;0,518;0,934;0,929;0,996;0,986;-0,657;0,936;0,091;2,035;0,525;2,132;0,962;0,719;4,07;1,874;4,408;0
8,739;2238,582;159,489;18,078;0,714;0,924;0,295;0,968;0,625;0,893;0,885;0,995;0,978;-0,529;0,908;0,141;2,097;0,498;2,431;0,943;0,703;4,194;2,027;4,698;0
12,479;2036,999;141,771;22,048;1,305;0,888;0,578;1,487;0,965;0,792;0,773;0,99;0,956;-0,4;0,917;0,251;2,701;0,252;3,724;0,906;0,493;5,401;2,941;5,838;0
6,68;1689,625;125,62;13,763;0,806;0,889;0,292;0,942;0,719;0,899;0,891;0,994;0,978;-0,489;0,871;0,129;1,855;0,542;2,211;0,917;0,734;3,71;1,829;3,642;0
7,58;2104,499;147,985;15,708;0,758;0,908;0,258;0,855;0,689;0,91;0,905;0,995;0,981;-0,555;0,908;0,125;1,96;0,505;2,278;0,935;0,706;3,921;1,952;4,116;0
6,527;1566,065;118,656;13,293;0,848;0,88;0,322;1,011;0,742;0,889;0,879;0,994;0,976;-0,454;0,859;0,135;1,848;0,532;2,288;0,904;0,727;3,696;1,864;3,535;0
9,567;3336,006;219,7;21,334;1,358;0,88;0,418;1,157;1,18;0,87;0,857;0,991;0,97;-0,443;0,875;0,135;2,139;0,497;2,56;0,899;0,703;4,277;2,055;5,673;1
7,557;1817,728;133,763;15,34;0,773;0,904;0,316;1,012;0,672;0,887;0,878;0,994;0,976;-0,486;0,887;0,145;1,979;0,5;2,419;0,923;0,704;3,957;1,992;4,028;0
9,379;2300,759;159,712;18,455;0,741;0,923;0,314;1,009;0,64;0,88;0,874;0,995;0,976;-0,522;0,928;0,181;2,225;0,375;2,814;0,942;0,604;4,45;2,403;4,799;0
7,252;1693,188;126,192;14,396;0,77;0,898;0,338;1,069;0,654;0,873;0,865;0,994;0,974;-0,448;0,88;0,176;1,961;0,443;2,596;0,919;0,661;3,922;2,141;3,791;0
6,263;1605,088;118,588;12,743;0,752;0,889;0,286;0,937;0,669;0,898;0,891;0,995;0,979;-0,475;0,864;0,138;1,807;0,531;2,215;0,918;0,726;3,614;1,841;3,374;0
6,273;1681,346;123,212;12,927;0,641;0,905;0,26;0,886;0,572;0,905;0,899;0,995;0,98;-0,492;0,864;0,129;1,789;0,557;2,112;0,925;0,744;3,578;1,766;3,392;0
9,49;2120,893;151,075;18,764;1,954;0,811;0,669;1,571;1,501;0,796;0,771;0,986;0,951;-0,314;0,84;0,176;2,299;0,364;3,305;0,829;0,6;4,599;2,527;5,179;0
6,388;1500,358;111,822;12,46;0,62;0,905;0,213;0,746;0,573;0,926;0,921;0,996;0,984;-0,601;0,92;0,106;1,851;0,486;2,19;0,936;0,687;3,703;1,918;3,27;0
7,509;1981,536;144,544;15,763;0,617;0,925;0,244;0,844;0,556;0,912;0,906;0,996;0,982;-0,551;0,893;0,119;1,929;0,562;2,114;0,947;0,748;3,859;1,785;4,095;0
7,452;2475,414;166,066;16,166;0,667;0,921;0,205;0,704;0,623;0,933;0,928;0,996;0,985;-0,614;0,902;0,089;1,891;0,594;1,906;0,951;0,769;3,783;1,655;4,208;0
8,085;2062,683;149,944;16,838;0,694;0,921;0,278;0,925;0,615;0,9;0,893;0,995;0,979;-0,529;0,898;0,133;2,012;0,528;2,286;0,944;0,724;4,024;1,912;4,383;0
11,89;2429,106;169,232;23,047;0,639;0,946;0,294;0,976;0,551;0,887;0,88;0,995;0,977;-0,58;0,947;0,167;2,508;0,396;2,792;0,963;0,623;5,015;2,39;5,921;0
9,493;2216,928;160,268;19,347;0,629;0,937;0,271;0,92;0,553;0,899;0,892;0,995;0,979;-0,566;0,924;0,142;2,194;0,481;2,449;0,956;0,69;4,388;2,076;4,994;0
10,592;2403,388;171,385;21,57;0,896;0,92;0,35;1,076;0,771;0,878;0,867;0,994;0,974;-0,525;0,919;0,149;2,329;0,466;2,631;0,949;0,68;4,658;2,155;5,616;0
6,484;1779,598;131,706;13,79;0,656;0,909;0,233;0,797;0,6;0,92;0,914;0,996;0,983;-0,542;0,867;0,1;1,789;0,622;1,882;0,938;0,787;3,578;1,574;3,611;0
6,266;1750,943;128,637;13,301;0,626;0,91;0,219;0,761;0,576;0,925;0,919;0,996;0,984;-0,549;0,864;0,097;1,76;0,63;1,821;0,939;0,793;3,519;1,534;3,482;0
7,195;1995,932;144,202;15,285;0,695;0,913;0,251;0,843;0,631;0,914;0,907;0,995;0,981;-0,543;0,882;0,11;1,884;0,589;2,028;0,94;0,766;3,767;1,698;3,995;0
8,001;2011,452;148,589;16,809;0,592;0,932;0,233;0,815;0,537;0,916;0,91;0,996;0,982;-0,581;0,903;0,113;1,987;0,57;2,071;0,955;0,753;3,973;1,753;4,35;0
8,335;2313,474;163,537;17,745;0,663;0,928;0,255;0,861;0,596;0,911;0,904;0,995;0,981;-0,567;0,901;0,113;2,016;0,57;2,113;0,952;0,754;4,032;1,765;4,602;0
7,339;2009,847;143,361;15,35;0,599;0,925;0,238;0,828;0,541;0,915;0,908;0,996;0,982;-0,57;0,899;0,112;1,911;0,576;2,073;0,948;0,757;3,822;1,746;3,987;0
5,905;1755,1;125,615;12,506;0,671;0,898;0,222;0,757;0,62;0,926;0,921;0,996;0,984;-0,548;0,862;0,093;1,716;0,636;1,807;0,929;0,797;3,433;1,519;3,294;0
10,245;3410,211;233,119;23,045;0,743;0,938;0,287;0,932;0,659;0,901;0,892;0,995;0,979;-0,555;0,911;0,117;2,161;0,553;2,307;0,951;0,742;4,322;1,91;5,947;1
7,878;2146,604;151,762;16,441;0,682;0,92;0,263;0,885;0,611;0,907;0,9;0,995;0,98;-0,559;0,906;0,122;1,984;0,544;2,224;0,945;0,736;3,969;1,866;4,281;0
9,568;2576,035;177,109;19,972;0,784;0,924;0,317;1,009;0,682;0,888;0,878;0,994;0,976;-0,527;0,909;0,137;2,184;0,499;2,45;0,943;0,704;4,368;2,016;5,189;0
10,402;3034,889;203,78;22,318;0,98;0,916;0,341;1,028;0,86;0,888;0,877;0,993;0,975;-0,529;0,907;0,125;2,251;0,516;2,415;0,943;0,716;4,502;1,966;5,825;0
13,756;3462,303;232,71;28,814;1,541;0,898;0,528;1,349;1,26;0,838;0,818;0,989;0,961;-0,45;0,908;0,142;2,634;0,432;3,003;0,931;0,656;5,268;2,347;7,589;1
11,633;2734,853;185,832;23,389;0,943;0,922;0,384;1,148;0,794;0,865;0,853;0,993;0,971;-0,51;0,924;0,162;2,454;0,427;2,82;0,944;0,65;4,908;2,293;6,083;0
9,634;2970,504;200,626;21,112;1,194;0,893;0,375;1,07;1,051;0,884;0,872;0,992;0,973;-0,492;0,886;0,116;2,157;0,538;2,368;0,927;0,732;4,315;1,898;5,577;0
9,011;2701,94;184,691;19,496;0,852;0,916;0,299;0,945;0,761;0,9;0,891;0,994;0,978;-0,535;0,895;0,116;2,086;0,552;2,223;0,94;0,741;4,171;1,827;5,087;0
7,631;2358;162,807;16,544;0,684;0,921;0,242;0,819;0,624;0,917;0,911;0,995;0,982;-0,558;0,883;0,103;1,915;0,6;1,961;0,944;0,773;3,83;1,639;4,307;0
8,774;2469,226;171,556;18,69;0,83;0,915;0,298;0,948;0,739;0,899;0,89;0,994;0,978;-0,536;0,897;0,119;2,076;0,547;2,243;0,942;0,738;4,152;1,845;4,88;0
10,675;2725,916;179,239;20,304;0,929;0,913;0,427;1,241;0,743;0,838;0,827;0,993;0,967;-0,464;0,93;0,224;2,415;0,297;3,339;0,917;0,535;4,83;2,745;5,308;1
10,141;2213,111;151,354;18,744;1,807;0,824;0,696;1,647;1,317;0,769;0,745;0,987;0,948;-0,301;0,855;0,241;2,43;0,256;3,752;0,832;0,497;4,861;2,872;5,138;0
8,373;2154,306;145,373;15,926;0,85;0,899;0,35;1,081;0,724;0,867;0,86;0,994;0,973;-0,492;0,923;0,198;2,146;0,341;2,955;0,916;0,572;4,291;2,492;4,194;0
5,943;1581,278;112,299;11,724;0,932;0,853;0,363;1,103;0,798;0,873;0,862;0,993;0,973;-0,403;0,843;0,156;1,801;0,479;2,476;0,867;0,688;3,603;2;3,164;0
8,454;1977,349;136,205;15,989;1,636;0,814;0,62;1,532;1,246;0,794;0,772;0,988;0,954;-0,313;0,842;0,21;2,206;0,323;3,356;0,823;0,562;4,412;2,593;4,406;0
7,064;1773,682;125,227;13,817;1,231;0,836;0,473;1,303;1,005;0,84;0,824;0,991;0,965;-0,362;0,847;0,176;1,979;0,413;2,876;0,846;0,638;3,959;2,266;3,762;0
9,301;2513,196;177,089;19,847;0,765;0,926;0,29;0,936;0,679;0,9;0,892;0,995;0,978;-0,55;0,902;0,119;2,129;0,552;2,222;0,954;0,741;4,257;1,832;5,153;0
8,863;2582,357;180,811;19,303;0,606;0,939;0,234;0,81;0,55;0,918;0,912;0,996;0,982;-0,588;0,896;0,102;2,047;0,599;1,958;0,962;0,772;4,093;1,642;4,977;0
10,424;3044,511;206,932;22,731;1,313;0,891;0,413;1,134;1,139;0,875;0,861;0,991;0,97;-0,484;0,888;0,115;2,252;0,529;2,439;0,934;0,726;4,503;1,934;6,011;0
8,954;2863,985;192,608;19,588;0,614;0,939;0,189;0,661;0,576;0,938;0,934;0,996;0,986;-0,65;0,917;0,083;2,052;0,584;1,915;0,964;0,761;4,104;1,683;5,05;0
9,005;2849,049;194,722;20,065;1,048;0,901;0,321;0,952;0,943;0,902;0,891;0,993;0,977;-0,525;0,877;0,1;2,062;0,595;2,065;0,941;0,77;4,124;1,673;5,278;0
11,873;3289,628;216,966;24,999;0,728;0,943;0,241;0,809;0,667;0,918;0,913;0,995;0,982;-0,627;0,935;0,112;2,409;0,499;2,277;0,966;0,701;4,819;1,976;6,432;0
10,954;2907,781;200,052;23,406;1,358;0,89;0,443;1,193;1,159;0,865;0,849;0,991;0,968;-0,477;0,893;0,122;2,333;0,507;2,555;0,936;0,71;4,665;2,011;6,191;0
9,167;2496,046;176,806;19,728;0,747;0,927;0,271;0,886;0,672;0,908;0,9;0,995;0,98;-0,564;0,897;0,109;2,103;0,578;2,084;0,958;0,759;4,206;1,722;5,119;0
11,406;2967,486;198,296;23,524;0,679;0,944;0,246;0,834;0,617;0,913;0,908;0,995;0,982;-0,616;0,937;0,122;2,386;0,48;2,372;0,964;0,688;4,773;2,057;6,051;0
9,058;2955,659;197,891;19,99;0,654;0,937;0,201;0,691;0,611;0,934;0,93;0,996;0,985;-0,635;0,908;0,087;2,055;0,596;1,88;0,963;0,77;4,111;1,637;5,161;0
10,037;2554,562;179,996;21,094;0,635;0,942;0,266;0,901;0,562;0,904;0,896;0,995;0,98;-0,579;0,916;0,124;2,219;0,533;2,252;0,965;0,728;4,437;1,885;5,432;0
8,056;2328,474;165,664;17,543;0,58;0,936;0,223;0,779;0,529;0,923;0,916;0,996;0,983;-0,587;0,884;0,095;1,953;0,627;1,834;0,961;0,791;3,906;1,534;4,531;0
8,572;2228,21;157,739;17,662;0,754;0,918;0,303;0,982;0,66;0,891;0,883;0,995;0,977;-0,517;0,906;0,146;2,084;0,484;2,48;0,934;0,693;4,169;2,068;4,604;0
9,162;2554,624;182,891;19,832;0,907;0,913;0,321;0,993;0,802;0,893;0,883;0,994;0,976;-0,519;0,898;0,122;2,105;0,54;2,355;0,938;0,733;4,21;1,924;5,185;1
8,232;2211,023;157,883;17,317;0,808;0,911;0,294;0,946;0,72;0,898;0,89;0,994;0,978;-0,526;0,898;0,13;2,026;0,525;2,313;0,934;0,723;4,052;1,921;4,531;0
6,921;2108,518;147,501;14,87;0,74;0,905;0,26;0,856;0,671;0,913;0,905;0,995;0,981;-0,533;0,873;0,104;1,841;0,605;1,981;0,933;0,777;3,681;1,637;3,903;0
8,85;2435,559;168,93;18,558;0,954;0,902;0,342;1,041;0,835;0,885;0,875;0,993;0,975;-0,51;0,902;0,135;2,109;0,506;2,471;0,93;0,71;4,218;2,016;4,878;0
7,381;2114,64;150,432;15,724;0,797;0,904;0,277;0,9;0,718;0,906;0,898;0,995;0,98;-0,522;0,882;0,117;1,91;0,565;2,145;0,929;0,75;3,82;1,78;4,13;0
8,277;2190,942;156,35;17,345;0,738;0,918;0,259;0,862;0,669;0,91;0,904;0,995;0,981;-0,574;0,912;0,118;2,031;0,54;2,217;0,947;0,733;4,062;1,871;4,521;0
9,117;2485,721;173,979;19,255;0,801;0,92;0,296;0,954;0,711;0,897;0,889;0,994;0,978;-0,544;0,909;0,129;2,122;0,52;2,356;0,942;0,719;4,244;1,954;5,014;0
7,68;2138,378;152,69;16,304;0,77;0,91;0,272;0,891;0,695;0,907;0,9;0,995;0,98;-0,534;0,889;0,118;1,948;0,559;2,157;0,935;0,746;3,897;1,798;4,269;0
8,535;2143,294;154,563;17,634;0,833;0,91;0,326;1,028;0,725;0,885;0,876;0,994;0,975;-0,501;0,9;0,144;2,082;0,492;2,49;0,931;0,699;4,164;2,046;4,617;0
