HasContrast;Mean;Median;StdDev;Min;Max;Skewness;Kurtosis;Percentile_25;Percentile_75;Entropy
0;106,428;116,025;61,769;0,638;255;0,437;-0,156;47,175;140,888;4,228
0;107,302;114,112;61,827;0,638;255;0,462;-0,093;51,638;141,525;4,273
0;107,093;114,112;60,838;0,638;255;0,43;-0,099;52,275;142,162;4,284
0;108,731;113,475;62,142;0,638;255;0,433;-0,188;54,188;144,712;4,313
0;109,139;115,388;59,31;0,638;255;0,441;0,175;61,2;138,975;4,234
0;104,465;109,65;63,189;0,638;255;0,479;-0,231;46,538;142,162;4,31
0;111;114,112;62,045;0,638;255;0,488;-0,082;58,65;143,438;4,298
0;108,335;114,112;62,464;0,638;255;0,422;-0,223;52,275;144,075;4,316
0;103,54;106,462;64,014;0,638;255;0,557;-0,208;45,262;140,888;4,312
0;107,948;116,663;61,228;0,638;255;0,447;-0,071;51,638;141,525;4,232
0;106,924;115,388;59,487;0,638;255;0,446;0,004;52,275;140,888;4,234
0;103,579;111,562;61,284;0,638;255;0,469;-0,084;46,538;139,612;4,253
0;110,355;116,025;60,939;0,638;255;0,444;-0,04;58,012;142,8;4,269
1;119,313;120,488;61,544;0,638;255;0,464;-0,204;69,488;153;4,281
0;106,232;106,462;61,57;0,638;255;0,63;0,085;55,462;138,975;4,305
0;104,312;107,738;60,796;0,638;255;0,699;0,274;51,638;136,425;4,209
1;120,513;113,475;66,447;0,638;255;0,429;-0,53;70,762;161,288;4,384
0;111,106;118,575;58,994;0,638;255;0,437;0,072;59,925;142,8;4,216
0;116,957;114,75;64,676;0,638;255;0,435;-0,302;67,575;153,638;4,329
0;109,211;114,112;58,78;0,638;255;0,49;0,141;59,925;140,888;4,255
0;105,551;110,925;60,559;0,638;255;0,546;0,073;52,275;138,338;4,258
0;116,894;122,4;57,897;0,638;255;0,426;0,198;73,312;145,35;4,194
0;108,361;116,025;59,383;0,638;255;0,581;0,266;56,738;138,338;4,152
0;105,905;109,65;61,775;0,638;255;0,537;-0,057;51,638;140,888;4,302
0;123,977;124,95;56,75;0,638;255;0,424;0,275;89,25;150,45;4,21
0;68,615;47,175;57,165;0,638;255;1,433;1,733;28,05;99,45;4,12
0;69,621;49,088;56,691;0,638;255;1,354;1,607;28,05;103,275;4,136
0;65,343;42,075;57,463;0,638;255;1,5;2,009;24,862;98,175;4,066
0;80,576;59,925;62,094;0,638;255;0,993;0,444;30,6;122,4;4,235
0;86,658;72,038;61,81;0,638;255;0,832;0,14;33,788;130,05;4,234
0;95,085;92,438;62,549;0,638;255;0,705;-0,012;39,525;135,15;4,276
0;91,579;77,775;64,787;0,638;255;0,811;0,034;40,162;132,6;4,35
0;83,691;65,663;61,84;0,638;255;0,92;0,324;32,513;126,225;4,24
0;91,444;75,862;66,669;0,638;255;0,856;0,064;38,25;132,6;4,307
0;85,449;69,488;61,485;0,638;255;0,863;0,212;33,788;128,137;4,258
0;90,83;82,875;62,571;0,638;255;0,777;0,08;36,975;131,325;4,287
0;87,629;76,5;61,104;0,638;255;0,793;0,13;35,7;129,412;4,287
0;93,051;86,7;62,971;0,638;255;0,727;-0,033;38,25;133,875;4,298
0;82,551;64,388;60,592;0,638;255;0,901;0,308;31,875;125,587;4,217
0;109,628;114,75;59,478;0,638;255;0,489;0,098;59,925;141,525;4,259
0;118,421;121,762;64,873;0,638;255;0,511;-0,16;66,3;145,35;4,153
0;111,807;119,85;60,103;0,638;255;0,515;0,022;57,375;142,162;4,177
0;108,108;106,462;67,01;0,638;255;0,548;-0,304;51,638;147,263;4,317
0;111,105;110,925;64,978;0,638;255;0,48;-0,275;57,375;149,175;4,335
0;123,707;121,125;63,963;0,638;255;0,37;-0,339;78,412;160,012;4,312
0;111,515;110,925;64,784;0,638;255;0,434;-0,319;58,65;150,45;4,355
0;121,644;122,4;50,095;0,638;255;0,76;1,27;94,35;140,25;4,031
0;119,059;116,663;53,983;0,638;255;0,729;0,743;85,425;141,525;4,177
0;94,102;81,6;66,583;0,638;255;0,836;0,083;40,8;133,875;4,299
0;84,817;64,388;63,503;0,638;255;1,038;0,581;33,15;126,225;4,124
0;118,588;110,288;72,179;0,638;255;0,36;-0,854;59,925;169,575;4,445
1;87,66;66,938;66,346;0,638;255;0,896;0,045;33,15;131,325;4,288
0;85,444;70,762;61,75;0,638;255;0,871;0,252;33,788;127,5;4,256
0;91,371;77,775;65,112;0,638;255;0,859;0,155;39,525;131,325;4,318
0;90,039;79,05;62,287;0,638;255;0,778;0,137;38,887;131,325;4,317
0;116,33;114,112;58,404;0,638;255;0,617;0,237;75,862;143,438;4,285
0;117,117;117,938;57,511;0,638;255;0,543;0,224;76,5;143,438;4,272
0;113,538;112,2;59,571;0,638;255;0,648;0,229;69,488;140,25;4,272
0;114,467;115,388;58,047;0,638;255;0,584;0,244;72,038;140,888;4,268
0;123,461;121,125;56,919;0,638;255;0,531;0,249;87,975;147,9;4,244
0;111,95;114,112;57,198;0,638;255;0,575;0,327;69,488;138,975;4,261
0;114,558;111,562;55,337;0,638;255;0,79;0,652;76,5;138,338;4,22
0;112,933;112,838;59,09;0,638;255;0,535;0,092;68,212;142,8;4,321
0;114,737;115,388;56,471;0,638;255;0,615;0,382;74,587;140,25;4,255
0;118,802;119,85;60,375;0,638;255;0,645;0,239;76,5;140,888;4,128
0;106,262;104,55;61,55;0,638;255;0,545;-0,076;56,738;144,075;4,355
0;101,103;100,088;60,537;0,638;255;0,558;-0,085;49,725;138,975;4,367
1;113,089;106,462;66,91;0,638;255;0,445;-0,546;60,562;156,825;4,43
0;100,672;103,912;58,298;0,638;255;0,608;0,182;49,725;135,15;4,277
0;101,103;100,088;60,537;0,638;255;0,558;-0,085;49,725;138,975;4,367
0;104,321;106,462;58,712;0,638;255;0,554;0,105;55,462;138,338;4,322
1;109,53;110,925;70,103;0,638;255;0,405;-0,775;40,8;156,188;4,337
0;94,841;97,538;58,85;0,638;255;0,692;0,31;42,713;130,05;4,261
0;96,116;100,088;59,465;0,638;255;0,631;0,182;42,075;131,962;4,265
0;98,243;103,275;60,188;0,638;255;0,626;0,137;43,35;133,875;4,248
0;126,108;125,587;55,54;0,638;255;0,641;0,687;98,812;141,525;3,978
0;121,32;121,125;53,265;0,638;255;0,573;0,681;91,162;142,8;4,184
0;104,495;107,738;61,935;0,638;255;0,564;-0,061;49,725;140,25;4,297
0;112,769;123,038;58,394;0,638;255;0,494;0,061;57,375;142,8;4,102
0;107,076;114,112;62,459;0,638;255;0,621;0,111;50,363;138,338;4,144
0;117,001;115,388;65,42;0,638;255;0,405;-0,38;66,3;155,55;4,342
0;114,184;112,838;64,19;0,638;255;0,416;-0,323;64,388;153;4,361
1;119,602;119,85;67,188;0,638;255;0,414;-0,488;63,75;155,55;4,312
0;110,104;117,3;63,219;0,638;255;0,604;0,045;52,912;139,612;4,113
0;103,542;104,55;63,049;0,638;255;0,653;0,002;48,45;137,062;4,301
0;101,326;103,912;61,637;0,638;255;0,646;0,097;47,175;135,15;4,285
0;105,948;108,375;60,726;0,638;255;0,625;0,127;54,188;137,7;4,279
0;109,544;111,562;63,039;0,638;255;0,592;-0,091;54,825;142,162;4,279
0;109,239;113,475;60,366;0,638;255;0,587;0,114;58,012;138,975;4,251
0;101,85;103,912;61,68;0,638;255;0,604;-0,017;47,175;137,7;4,308
0;100,568;100,725;63,238;0,638;255;0,668;-0,016;44,625;136,425;4,303
1;141,014;135,788;60,379;0,638;255;0,272;-0,436;100,088;175,312;4,249
0;95,874;96,9;59,65;0,638;255;0,719;0,26;42,713;131,962;4,247
1;106,034;108,375;61,12;0,638;255;0,52;-0,224;51;142,8;4,327
0;95,874;96,9;59,65;0,638;255;0,719;0,26;42,713;131,962;4,247
0;86,79;73,95;60,767;0,638;255;0,816;0,224;35,062;129,412;4,233
0;87,777;78,412;61,925;0,638;255;0,775;0,139;33,788;130,688;4,214
0;92,371;82,238;65,63;0,638;255;0,742;-0,108;36,338;135,788;4,309
0;86,272;67,575;64,487;0,638;255;0,908;0,189;33,15;128,775;4,263
0;84,306;63,75;62,98;0,638;255;0,884;0,171;31,875;129,412;4,225
0;80,769;58,012;62,506;0,638;255;0,99;0,472;29,962;124,312;4,17
1;135,201;125,587;83,234;0,638;255;0,131;-1,321;62,475;214,838;4,201
0;88,408;73,312;65,605;0,638;255;0,833;0,052;31,875;131,962;4,209
0;84,837;64,388;63,563;0,638;255;0,893;0,175;32,513;129,412;4,242
1;89,046;70,762;67,183;0,638;255;0,796;-0,157;32,513;135,15;4,306
0;81,192;57,375;64,896;0,638;255;1,053;0,477;29,962;123,675;4,202
0;81,736;61,838;62,113;0,638;255;1,007;0,542;31,875;123,038;4,222
0;88,918;74,587;65,125;0,638;255;0,819;0,036;33,15;132,6;4,223
0;80,443;60,562;61,63;0,638;255;0,969;0,458;30,6;123,038;4,223
0;85,056;68,212;63,307;0,638;255;0,979;0,428;35,7;124,312;4,284
0;92,154;82,875;64,723;0,638;255;0,751;-0,05;36,338;135,15;4,292
0;85,648;68,85;62,001;0,638;255;0,858;0,225;32,513;130,05;4,147
0;85,487;67,575;62,281;0,638;255;0,84;0,156;33,15;130,05;4,207
0;116,834;105,188;75,666;0,638;255;0,413;-0,929;54,188;171,487;4,406
0;83,923;68,85;60,967;0,638;255;0,931;0,452;33,788;124,312;4,256
0;97,619;100,725;61,521;0,638;255;0,655;0,11;42,075;135,788;4,206
0;85,386;68,85;62,867;0,638;255;0,89;0,248;33,15;127,5;4,265
0;83,138;65,025;61,651;0,638;255;0,923;0,351;32,513;125,587;4,242
0;80,672;60,562;60,628;0,638;255;0,981;0,477;31,875;123,038;4,232
0;82,68;54,825;59,559;0,638;255;1,036;0,585;34,425;128,137;3,993
0;89,622;79,688;61,998;0,638;255;0,807;0,161;35,7;131,962;4,202
0;88,313;74,587;62,457;0,638;255;0,832;0,144;35,7;130,688;4,254
0;97,619;100,725;61,521;0,638;255;0,655;0,11;42,075;135,788;4,206
0;88,55;74,587;62,896;0,638;255;0,858;0,215;38,25;128,775;4,323
0;84,031;66,938;61,506;0,638;255;0,886;0,285;33,15;126,862;4,234
0;92,696;80,962;63,614;0,638;255;0,783;0,052;42,075;133,237;4,355
0;76,644;54,188;59,63;0,638;255;1,022;0,562;28,688;119,85;4,193
0;99,084;98,175;60,881;0,638;255;0,698;0,13;46,538;134,512;4,306
1;126,308;123,675;70,13;0,638;255;0,207;-1,011;63,75;179,775;4,469
1;131,213;129,412;68,43;0,638;255;0,262;-0,978;67,575;177,225;4,365
0;105,035;100,088;68,374;0,638;255;0,67;-0,223;47,812;142,8;4,29
1;115,244;116,025;66,912;0,638;255;0,562;-0,419;54,825;145,35;4,247
0;97,021;96,9;61,107;0,638;255;0,707;0,144;43,35;132,6;4,298
0;102,243;101,363;62,305;0,638;255;0,664;-0,007;47,812;137,7;4,315
0;99,882;96,262;63,472;0,638;255;0,697;-0,038;45,262;136,425;4,338
0;95,416;89,887;61,741;0,638;255;0,666;-0,106;42,075;135,788;4,347
0;96,247;93,075;62,993;0,638;255;0,647;-0,153;40,8;137,062;4,329
0;90,021;84,788;59,68;0,638;255;0,676;-0,031;37,612;131,325;4,289
1;106,906;104,55;67,42;0,638;255;0,533;-0,597;45,262;151,725;4,333
0;90,067;82,875;60,33;0,638;255;0,845;0,405;39,525;127,5;4,277
0;91,183;82,875;61,807;0,638;255;0,95;0,56;39,525;128,137;4,158
0;95,721;95,625;59,781;0,638;255;0,767;0,316;42,713;133,237;4,182
0;92,175;84,788;61,105;0,638;255;0,816;0,267;40,8;130,688;4,28
0;91,247;83,512;61,341;0,638;255;0,936;0,561;39,525;128,137;4,142
0;84,888;66,3;56,125;0,638;255;1,162;1,089;39,525;121,762;4,066
0;90,67;80,325;60,605;0,638;255;0,807;0,223;43,35;128,137;4,358
0;81,358;63,75;56,366;0,638;255;1,137;1,087;37,612;117,938;4,187
0;81,029;65,663;58,791;0,638;255;0,963;0,517;33,788;119,212;4,291
0;94,558;88,612;64,773;0,638;255;0,82;0,13;38,25;133,237;4,211
0;99,313;98,175;64,129;0,638;255;0,66;-0,075;43,35;137,062;4,322
0;95,823;92,438;63,864;0,638;255;0,667;-0,112;40,162;135,788;4,337
0;113,277;114,75;61,867;0,638;255;0,563;0,036;64,388;143,438;4,254
0;97,548;97,538;63,618;0,638;255;0,701;0,038;40,8;134,512;4,268
0;90,932;86,062;63,183;0,638;255;0,746;0,038;35,062;131,962;4,274
0;99,276;100,088;63,602;0,638;255;0,643;-0,061;42,075;137,062;4,29
0;102,384;102;65,781;0,638;255;0,641;-0,184;43,988;140,25;4,3
0;109,689;105,825;67,026;0,638;255;0,544;-0,326;55,462;149,175;4,338
0;96,626;84,15;68,494;0,638;255;0,816;-0,041;41,438;136,425;4,284
0;98,927;100,088;63,963;0,638;255;0,679;-0,005;41,438;135,788;4,269
0;98,871;99,45;63,216;0,638;255;0,673;0,03;42,713;135,15;4,282
0;93,507;93,712;63,615;0,638;255;0,745;0,153;36,975;130,05;4,262
0;99,144;100,088;63,354;0,638;255;0,663;-0,026;42,075;136,425;4,28
0;105,933;111,562;61,18;0,638;255;0,535;0,014;51,638;139,612;4,27
0;110,409;117,3;61,221;0,638;255;0,554;0,133;56,1;139,612;4,147
0;103,514;97,538;65,592;0,638;255;0,625;-0,194;50,363;143,438;4,36
0;101,351;99,45;64,239;0,638;255;0,647;-0,13;45,9;138,975;4,339
0;100,075;101,363;63,125;0,638;255;0,68;0,048;43,988;135,15;4,276
0;102,154;109,012;60,074;0,638;255;0,646;0,018;43,988;137,7;4,103
0;96,488;93,075;63,226;0,638;255;0,69;-0,035;41,438;135,788;4,319
0;105,198;112,838;59,403;0,638;255;0,626;0,078;47,812;138,338;4,107
0;102,786;106,462;61,838;0,638;255;0,578;-0,034;47,175;138,338;4,294
0;93,409;88,612;60,954;0,638;255;0,638;-0,083;40,8;135,15;4,335
0;90,515;84,15;61,292;0,638;255;0,739;0,059;36,975;131,962;4,261
0;91,675;82,238;62,788;0,638;255;0,845;0,226;36,975;132,6;4,139
0;87,615;77,138;60,53;0,638;255;0,754;0,065;35,7;130,05;4,291
1;106,684;98,175;72,728;0,638;255;0,583;-0,609;44,625;153;4,311
0;92,258;90,525;60,547;0,638;255;0,698;0,111;38,887;131,325;4,282
0;85,193;65,025;62,483;0,638;255;0,94;0,378;33,15;128,137;4,138
0;78,206;54,825;60,317;0,638;255;0,96;0,353;29,325;123,038;4,202
0;81,693;62,475;61,002;0,638;255;0,925;0,349;31,238;124,312;4,211
0;84,984;70,762;61,978;0,638;255;0,833;0,143;31,875;127,5;4,241
0;93,813;82,875;63,328;0,638;255;0,742;-0,029;43,35;133,875;4,383
0;79,577;51;57,303;0,638;255;1,119;0,828;33,788;123,675;3,919
0;101,436;107,1;61,645;0,638;255;0,544;-0,056;44,625;137,062;4,282
0;108,041;111,562;63,515;0,638;255;0,738;0,186;52,912;134,512;4,121
0;100,719;105,825;62,032;0,638;255;0,546;-0,069;43,988;137,062;4,294
0;110,851;118,575;59,312;0,638;255;0,45;0,071;59,288;141,525;4,212
0;107,117;114,75;60,036;0,638;255;0,474;-0,003;52,912;140,25;4,249
0;116,13;119,212;58,92;0,638;255;0,42;0,05;72,038;145,988;4,284
0;103,762;108,375;61,388;0,638;255;0,513;-0,12;48,45;139,612;4,319
0;102,146;107,738;61,552;0,638;255;0,546;-0,055;45,9;137,062;4,287
0;105,154;109,012;61,447;0,638;255;0,56;0,014;51,638;138,338;4,301
0;112,089;118,575;57,939;0,638;255;0,434;0,121;64,388;141,525;4,245
0;115,913;117,3;58,724;0,638;255;0,53;0,178;72,675;143,438;4,257
0;106,034;106,462;58,724;0,638;255;0,701;0,327;58,012;135,788;4,277
0;99,752;98,812;61,798;0,638;255;0,728;0,12;45,9;133,875;4,299
1;125,442;121,762;69,063;0,638;255;0,279;-0,931;65,025;176,588;4,438
0;105,28;105,188;59,885;0,638;255;0,708;0,241;55,462;136,425;4,285
0;111,797;114,75;61,219;0,638;255;0,528;0,077;62,475;142,8;4,252
0;122,967;122,4;62,047;0,638;255;0,457;-0,079;80,325;151,088;4,224
1;131,618;130,05;65,249;0,638;255;0,182;-0,602;84,15;172,125;4,366
0;115,517;118,575;60,8;0,638;255;0,458;0,014;68,85;146,625;4,262
0;120,895;119,85;64,656;0,638;255;0,429;-0,276;72,675;153;4,273
0;117,443;119,85;62,382;0,638;255;0,471;-0,06;69,488;147,263;4,235
0;112,795;117,3;61,809;0,638;255;0,519;0,061;62,475;142,8;4,218
0;115,293;117,3;60,362;0,638;255;0,526;0,115;70,125;144,075;4,248
1;85,718;65,663;62,609;0,638;255;1,142;0,759;38,25;121,762;4,223
0;81,803;65,025;61,462;0,638;255;1,074;0,666;34,425;117,3;4,288
0;76,801;53,55;58,611;0,638;255;1,375;1,583;34,425;112,838;4,081
0;74,356;53,55;58,341;0,638;255;1,286;1,301;31,875;108,375;4,182
0;79,977;65,025;59,352;0,638;255;1,165;1,081;35,7;111,562;4,25
0;78,601;61,2;59,004;0,638;255;1,191;1,051;35,062;110,925;4,247
0;121,612;122,4;58,495;0,638;255;0,434;0,155;84,788;148,538;4,246
0;128,257;127,5;56,227;0,638;255;0,462;0,364;98,175;149,812;4,148
0;127,602;124,312;62,499;0,638;255;0,377;-0,216;86,7;159,375;4,258
0;122,398;124,312;61,131;0,638;255;0,544;0,146;82,238;142,8;4,055
0;129,136;126,225;60,908;0,638;255;0,4;-0,038;93,075;156,825;4,189
0;130,939;128,775;57,962;0,638;255;0,567;0,353;102,638;146,625;3,965
0;128,355;125,587;60,391;0,638;255;0,35;-0,114;89,887;160,012;4,267
0;128,027;125,587;55,056;0,638;255;0,5;0,425;96,9;150,45;4,179
0;123,184;124,312;58,363;0,638;255;0,561;0,424;91,162;142,8;4,052
0;127,422;126,225;59,882;0,638;255;0,552;0,23;94,988;145,35;4,019
0;124,63;124,95;55,942;0,638;255;0,452;0,398;93,075;147,9;4,182
0;127,367;126,225;54,579;0,638;255;0,498;0,537;98,175;148,538;4,149
0;98,2;99,45;62,554;0,638;255;0,659;-0,006;42,075;135,788;4,277
1;116,037;117,3;64,054;0,638;255;0,368;-0,508;61,2;154,913;4,399
0;103,874;107,738;62,563;0,638;255;0,564;-0,116;47,175;140,25;4,286
0;106,099;106,462;62,267;0,638;255;0,639;0,04;53,55;138,975;4,298
0;107,906;105,825;61,956;0,638;255;0,659;0,034;57,375;140,888;4,315
0;102,183;104,55;63,226;0,638;255;0,609;-0,108;45,9;138,975;4,296
0;109,112;112,838;59,71;0,638;255;0,599;0,123;57,375;140,25;4,243
0;112,198;116,025;61,663;0,638;255;0,514;-0,074;59,288;144,075;4,279
0;104,375;109,012;62,455;0,638;255;0,56;-0,077;47,812;139,612;4,278
0;100,479;102;62,22;0,638;255;0,587;-0,111;44,625;138,338;4,316
0;99,446;102,638;61,692;0,638;255;0,653;0,131;44,625;133,237;4,274
0;94,831;93,075;63,051;0,638;255;0,706;0,013;38,887;133,875;4,28
0;100,489;102;62,826;0,638;255;0,669;-0,003;44,625;136,425;4,274
0;109,112;112,838;59,71;0,638;255;0,599;0,123;57,375;140,25;4,243
0;123,473;123,038;56,057;0,638;255;0,559;0,455;89,887;146,625;4,167
0;123,414;122,4;55,149;0,638;255;0,612;0,579;90,525;144,712;4,137
0;122,823;121,762;56,77;0,638;255;0,601;0,433;87,975;144,712;4,155
0;121,668;121,125;56,281;0,638;255;0,606;0,478;86,7;144,075;4,162
0;115,734;116,663;56,59;0,638;255;0,546;0,278;75,225;142,8;4,273
0;91,122;82,875;62,599;0,638;255;0,854;0,291;37,612;131,325;4,179
0;97,848;96,9;61,971;0,638;255;0,632;-0,017;43,988;135,788;4,334
0;104,157;103,912;60,941;0,638;255;0,625;0,1;53,55;137,7;4,323
0;95,273;91,8;63,1;0,638;255;0,654;-0,115;39,525;136,425;4,314
0;99,106;101,363;60,662;0,638;255;0,618;0,065;45,262;135,788;4,294
0;107,045;102,638;60,661;0,638;255;0,52;-0,11;60,562;144,712;4,386
0;104,105;105,825;62,422;0,638;255;0,63;0,012;49,725;137,7;4,295
0;103,11;106,462;60,176;0,638;255;0,561;0,046;50,363;138,338;4,303
0;94,964;89,25;63,609;0,638;255;0,676;-0,118;39,525;136,425;4,334
0;97,111;88,612;63,759;0,638;255;0,716;0,004;45,9;137,062;4,349
0;78,099;61,838;57,78;0,638;255;0,975;0,662;31,238;117,938;4,226
0;86,339;72,675;60,948;0,638;255;0,841;0,206;35,7;127,5;4,301
0;81,726;60,562;55,722;0,638;255;1,019;0,73;35,7;124,312;4,029
0;93,898;91,8;60,681;0,638;255;0,677;0,036;40,162;133,237;4,307
0;86,621;76,5;58,902;0,638;255;0,812;0,269;36,338;126,862;4,276
0;93,724;91,162;61,125;0,638;255;0,692;0,05;40,162;132,6;4,314
0;123,132;121,762;55,377;0,638;255;0,584;0,475;89,887;144,712;4,188
0;116,321;116,025;53,414;0,638;255;0,634;0,735;82,875;140,25;4,212
0;116,711;117,3;58,631;0,638;255;0,525;0,177;75,225;144,075;4,269
0;111,923;115,388;56,337;0,638;255;0,559;0,432;70,762;138,975;4,229
0;121,299;121,125;54,138;0,638;255;0,602;0,649;89,25;142,8;4,162
0;116,961;116,025;56,259;0,638;255;0,559;0,381;79,05;144,075;4,256
0;123,038;124,95;64,801;0,638;255;0,485;-0,129;77,775;145,35;4,067
0;122,298;123,675;62,86;0,638;255;0,391;-0,109;80,962;148,538;4,226
0;119,344;121,762;62,235;0,638;255;0,404;-0,123;73,95;148,538;4,276
0;125,179;123,675;66,704;0,638;255;0,378;-0,385;77,775;157,462;4,217
1;148,645;143,438;68,964;0,638;255;0,042;-0,848;100,725;197,625;4,17
0;122,061;124,312;65,365;0,638;255;0,47;-0,184;74,587;145,988;4,102
0;118,421;119,212;62,126;0,638;255;0,461;-0,056;74,587;147,263;4,271
0;126,743;124,95;60,793;0,638;255;0,494;0,031;89,887;149,175;4,163
0;122,034;121,762;61,599;0,638;255;0,45;-0,062;80,325;149,812;4,258
0;127,409;124,312;65,539;0,638;255;0,361;-0,375;83,512;160,65;4,241
0;98,292;98,812;60,99;0,638;255;0,796;0,35;44,625;132,6;4,191
0;97,998;97,538;61,484;0,638;255;0,705;0,114;44,625;134,512;4,289
0;102,012;103,912;61,248;0,638;255;0,656;0,09;48,45;136,425;4,284
0;111,465;107,738;66,569;0,638;255;0,555;-0,275;58,012;148,538;4,316
0;107,232;109,012;57,771;0,638;255;0,755;0,301;55,462;137,7;4,167
0;117,695;115,388;61,498;0,638;255;0,636;0,08;72,675;144,075;4,234
0;119,932;117,938;59,555;0,638;255;0,69;0,283;78,412;144,075;4,146
0;119,434;120,488;56,208;0,638;255;0,568;0,437;82,238;143,438;4,191
0;130,239;123,675;55,307;0,638;255;0,86;0,647;100,725;142,162;3,941
0;129,58;125,587;64,599;0,638;255;0,383;-0,371;85,425;162,562;4,225
0;115,545;118,575;55,376;0,638;255;0,721;0,799;77,775;137,7;4,076
0;115,905;110,925;57,384;0,638;255;0,746;0,473;77,138;141,525;4,233
1;149,703;148,538;79,845;0,638;255;-0,101;-1,259;82,875;230,138;4,152
0;118,86;119,85;60,694;0,638;255;0,657;0,259;75,862;141,525;4,099
0;116,163;116,663;61,798;0,638;255;0,541;0,013;69,488;144,712;4,26
0;117,557;117,938;60,978;0,638;255;0,58;0,088;72,675;144,075;4,228
0;134,83;120,488;62,185;0,638;255;0,843;0,014;107,738;136,425;3,534
0;119,126;123,038;57,68;0,638;255;0,431;0,228;79,688;145,35;4,216
0;115,242;118,575;58,264;0,638;255;0,461;0,195;73,312;144,075;4,26
0;123,361;126,862;54,802;0,638;255;0,455;0,513;91,162;145,35;4,132
0;90,825;79,688;61,398;0,638;255;0,847;0,228;41,438;128,137;4,352
0;91,306;82,238;60,446;0,638;255;0,858;0,359;41,438;128,137;4,308
0;92,988;86,062;58,935;0,638;255;0,903;0,586;45,262;126,225;4,286
0;102,254;94,35;62,787;0,638;255;0,635;-0,121;53,55;141,525;4,393
0;92,705;86,7;58,548;0,638;255;0,874;0,565;44,625;126,862;4,285
0;119,234;119,85;57,543;0,638;255;0,481;0,17;79,688;145,988;4,28
0;118,636;120,488;55,962;0,638;255;0,636;0,531;81,6;140,888;4,147
0;93,191;93,712;59,443;0,638;255;0,632;0,065;40,162;131,962;4,29
0;91,105;89,25;60,211;0,638;255;0,723;0,157;37,612;130,05;4,258
0;94,801;95,625;60,461;0,638;255;0,679;0,184;42,075;130,05;4,308
0;102,338;107,1;59,342;0,638;255;0,55;0,091;49,725;136,425;4,284
0;103,791;109,012;59,564;0,638;255;0,525;0,052;51;137,7;4,293
0;103,526;110,288;60,54;0,638;255;0,605;0,167;48,45;136,425;4,198
0;95,794;97,538;59,794;0,638;255;0,604;0,034;42,713;133,875;4,31
0;99,301;102;59,23;0,638;255;0,568;0,056;47,175;135,15;4,315
1;123,726;124,312;72,34;0,638;255;0,322;-0,791;59,925;163,837;4,281
0;100,159;102,638;60,617;0,638;255;0,587;-0,019;46,538;137,062;4,318
0;96,172;97,538;58,227;0,638;255;0,707;0,345;45,9;130,688;4,276
0;101,5;105,188;57,838;0,638;255;0,552;0,18;51,638;135,788;4,29
0;96,154;98,175;59,876;0,638;255;0,622;0,063;42,713;133,875;4,298
0;105,5;111,562;61,448;0,638;255;0,615;0,121;50,363;137,7;4,204
0;98,605;101,363;63,489;0,638;255;0,751;0,159;40,8;133,875;4,163
0;125,608;125,587;54,58;0,638;255;0,566;0,564;94,988;145,988;4,121
0;125,142;123,675;60,84;0,638;255;0,27;-0,282;83,512;161,925;4,358
0;121,238;123,038;54,327;0,638;255;0,511;0,592;89,25;144,075;4,156
0;141,664;137,7;53,492;0,638;255;0,329;0,025;106,462;170,212;4,205
0;132,089;129,412;50,682;0,638;255;0,582;0,884;106,462;149,175;4,071
0;96,486;97,538;58,981;0,638;255;0,571;0,001;44,625;134,512;4,333
0;97,989;96,262;60,314;0,638;255;0,564;-0,132;46,538;137,062;4,379
0;102,272;97,538;62,388;0,638;255;0,593;-0,092;52,912;141,525;4,375
0;97,149;100,725;59,216;0,638;255;0,681;0,268;44,625;132,6;4,236
0;99,043;103,275;58,872;0,638;255;0,542;0;46,538;135,788;4,302
0;97,901;101,363;59,194;0,638;255;0,567;0,049;45,262;135,15;4,297
0;95,356;99,45;57,021;0,638;255;0,676;0,208;43,35;132,6;4,155
0;96,387;100,725;59,081;0,638;255;0,603;0,091;43,35;133,237;4,268
0;91,373;89,25;60,75;0,638;255;0,746;0,188;37,612;129,412;4,271
0;82,466;61,2;61,546;0,638;255;1,018;0,587;32,513;124,95;4,159
0;80,521;58,65;61,593;0,638;255;0,927;0,298;29,325;124,312;4,207
0;84,609;68,212;61,528;0,638;255;0,885;0,225;34,425;126,225;4,301
0;99,856;102;58,099;0,638;255;0,581;0,189;50,363;134,512;4,311
0;84,125;67,575;62,644;0,638;255;0,892;0,192;33,15;125,587;4,318
0;82,591;59,925;62,415;0,638;255;1,074;0,668;33,15;123,675;4,157
0;243,623;255;34,26;102;255;-2,924;7,118;255;255;0,851
0;95,584;96,9;58,618;0,638;255;0,79;0,498;44,625;130,05;4,215
0;96,489;98,175;57,592;0,638;255;0,744;0,461;46,538;131,325;4,226
0;96,952;94,35;60,041;0,638;255;0,66;0,095;46,538;133,875;4,349
1;240,111;255;39,708;102;255;-2,448;4,29;255;255;0,996
1;231,094;255;47,777;102;255;-1,635;0,904;255;255;1,467
0;103,055;103,275;57,912;0,638;255;0,684;0,387;56,738;134,512;4,293
0;108,502;110,925;59,872;0,638;255;0,533;0,054;59,288;141,525;4,308
0;103,134;103,912;60,518;0,638;255;0,591;0,05;51,638;138,338;4,324
0;99,561;102,638;60,898;0,638;255;0,703;0,263;45,9;131,962;4,25
