HasContrast;Mean;Median;StdDev;Min;Max;Skewness;Kurtosis;Percentile_25;Percentile_75;Entropy
0;106,541;110,288;60,475;0,638;255;0,466;-0,057;54,188;142,162;4,312
0;98,043;94,35;66,662;0,638;255;0,709;-0,139;39,525;137,062;4,297
0;102,527;103,912;62,057;0,638;255;0,665;0,107;48,45;136,425;4,276
0;98,966;98,175;65,058;0,638;255;0,691;-0,067;40,8;136,425;4,281
0;95,733;92,438;65,498;0,638;255;0,766;0,028;37,612;133,237;4,255
0;97,705;94,988;65,65;0,638;255;0,704;-0,07;40,162;135,788;4,302
0;99,653;94,988;66,967;0,638;255;0,701;-0,113;42,713;138,975;4,29
0;100,723;99,45;64,865;0,638;255;0,65;-0,106;43,35;138,975;4,303
0;98,008;96,262;67,155;0,638;255;0,776;-0,006;38,25;135,15;4,177
0;102,057;105,188;63,061;0,638;255;0,609;0,039;46,538;136,425;4,279
0;99,272;102;63,073;0,638;255;0,612;-0,049;42,075;137,062;4,276
0;106,484;110,288;63,558;0,638;255;0,536;-0,119;49,725;142,162;4,278
0;108,127;116,663;63,268;0,638;255;0,589;0,051;49,725;139,612;4,102
0;101,957;105,825;63,98;0,638;255;0,575;-0,127;43,35;139,612;4,271
0;109,044;114,112;62,474;0,638;255;0,495;-0,094;54,188;142,8;4,274
0;104,065;112,2;61,935;0,638;255;0,578;0,072;46,538;138,338;4,162
0;109,441;116,025;65,544;0,638;255;0,612;-0,074;49,088;140,888;4,107
0;103,99;109,65;63,299;0,638;255;0,539;-0,113;45,9;140,25;4,259
0;104,774;108,375;64,112;0,638;255;0,588;-0,073;47,175;139,612;4,257
0;90,297;84,788;59,177;0,638;255;0,786;0,292;39,525;127,5;4,301
0;237,266;255;43,801;102;255;-2,153;2,815;255;255;1,016
0;88,738;82,238;58,384;0,638;255;0,771;0,241;38,887;126,862;4,316
0;83,274;70,762;57,837;0,638;255;0,895;0,442;35,7;121,762;4,283
0;108,606;110,925;65,353;0,638;255;0,63;-0,05;52,275;140,25;4,208
0;118,564;115,388;69,832;0,638;255;0,443;-0,542;62,475;156,825;4,288
0;115,46;116,025;63,895;0,638;255;0,592;-0,035;65,663;144,075;4,203
0;83,178;67,575;60,629;0,638;255;0,949;0,47;34,425;123,038;4,279
0;75,428;51,638;60,689;0,638;255;1,136;0,832;28,688;117,3;4,165
0;84,204;67,575;62,89;0,638;255;0,936;0,336;33,15;124,95;4,29
0;90,463;82,238;62,633;0,638;255;0,912;0,472;40,162;124,95;4,292
0;81,874;65,663;62,879;0,638;255;0,985;0,506;29,962;121,762;4,23
0;85,618;71,4;62,25;0,638;255;0,957;0,454;36,975;123,038;4,305
0;77,949;54,825;61,482;0,638;255;1,083;0,695;29,325;119,85;4,185
0;86,768;72,038;60,468;0,638;255;0,983;0,661;36,975;126,225;4,156
0;81,817;65,663;59,056;0,638;255;1,017;0,672;34,425;120,488;4,248
0;84,273;71,4;56,997;0,638;255;1,035;0,86;38,887;119,212;4,25
0;81,908;72,038;58,43;0,638;255;0,905;0,571;32,513;120,488;4,248
0;84,481;70,762;59,361;0,638;255;0,872;0,351;35,062;124,95;4,267
0;85,031;73,95;59,796;0,638;255;0,903;0,456;33,788;124,95;4,206
0;101,492;101,363;63,013;0,638;255;0,622;-0,081;45,9;138,975;4,319
0;98,504;97,538;59,589;0,638;255;0,709;0,309;48,45;132,6;4,304
0;94,384;94,988;62,583;0,638;255;0,654;-0,063;38,25;134,512;4,278
0;95,987;97,538;62,486;0,638;255;0,695;0,029;39,525;136,425;4,185
0;105,942;101,363;67,117;0,638;255;0,58;-0,308;50,363;146,625;4,346
0;96,388;98,175;62,501;0,638;255;0,622;-0,106;39,525;136,425;4,282
0;96,997;96,9;63,457;0,638;255;0,599;-0,226;40,162;138,975;4,311
0;101,925;98,175;64,147;0,638;255;0,609;-0,13;49,088;141,525;4,359
0;98,533;106,462;60,736;0,638;255;0,584;0,034;42,075;136,425;4,189
0;97,375;99,45;64,225;0,638;255;0,639;-0,128;38,887;136,425;4,271
0;98,103;98,812;63,913;0,638;255;0,594;-0,214;40,162;138,975;4,312
0;119,853;121,125;53,134;0,638;255;0,55;0,652;87,338;142,8;4,188
0;103,141;92,438;66,859;0,638;255;0,878;0,215;56,1;131,325;4,233
0;109,273;114,112;57,694;0,638;255;0,462;0,148;61,838;140,25;4,283
0;124,188;123,038;52,38;0,638;255;0,596;0,713;93,712;145,35;4,167
1;140,77;134,512;50,74;0,638;255;0,56;0,485;111,562;160,65;4,094
0;123,903;123,675;53,072;0,638;255;0,565;0,641;93,075;145,35;4,167
0;120,822;121,762;54,256;0,638;255;0,498;0,48;86,7;145,35;4,222
1;95,527;80,325;67,962;0,638;255;0,804;-0,209;37,612;138,338;4,264
0;79,141;63,75;56,318;0,638;255;0,99;0,729;33,788;117,3;4,237
0;87,762;77,138;60,112;0,638;255;0,837;0,252;36,975;127,5;4,3
0;85,879;74,587;58,47;0,638;255;0,899;0,484;36,975;124,95;4,237
0;85,408;75,225;59,116;0,638;255;0,858;0,38;35,7;124,312;4,276
1;95,872;84,788;64,454;0,638;255;0,756;-0,12;41,438;136,425;4,351
0;82,904;63,75;61,479;0,638;255;0,954;0,381;32,513;124,95;4,235
0;100,773;98,812;65,986;0,638;255;0,636;-0,225;42,713;140,25;4,327
0;99,807;98,812;64,877;0,638;255;0,636;-0,159;42,075;138,975;4,315
0;108,689;110,288;65,209;0,638;255;0,567;-0,202;51,638;142,8;4,297
0;108,747;110,288;67,891;0,638;255;0,679;-0,188;47,812;140,25;4,154
0;117,963;115,388;65,725;0,638;255;0,493;-0,289;67,575;152,362;4,276
0;87,407;75,862;61,353;0,638;255;0,849;0,25;35,7;128,137;4,269
0;90,513;83,512;60,156;0,638;255;0,814;0,279;38,887;128,775;4,265
0;91,046;84,15;58,994;0,638;255;0,77;0,203;40,162;130,688;4,263
0;84,513;67,575;62,373;0,638;255;0,876;0,225;31,875;127,5;4,245
0;90,217;81,6;62,957;0,638;255;0,791;0,101;35,7;131,325;4,272
0;88,186;73,95;63,609;0,638;255;0,825;0,077;33,788;130,688;4,265
0;87,108;73,312;62,515;0,638;255;0,821;0,121;33,788;130,05;4,262
0;88,808;77,775;62,344;0,638;255;0,801;0,118;35,062;131,325;4,242
0;95,676;94,988;61,84;0,638;255;0,699;0,094;40,8;133,875;4,282
0;76,926;59,288;59,078;0,638;255;1,058;0,843;28,688;116,663;4,193
1;90,223;70,125;68,398;0,638;255;1,022;0,233;33,788;128,137;4,14
0;91,388;78,412;63,788;0,638;255;0,859;0,208;41,438;130,05;4,331
0;79,279;59,925;58,741;0,638;255;1,031;0,686;32,513;119,85;4,21
0;81,448;65,025;58,87;0,638;255;0,985;0,64;33,15;121,762;4,203
0;82,956;66,938;59,929;0,638;255;0,983;0,586;34,425;122,4;4,254
0;87,617;71,4;61,872;0,638;255;1,032;0,654;36,975;126,225;4,159
0;86,271;67,575;61,182;0,638;255;1,088;0,785;36,975;124,95;4,144
0;88,266;77,775;73,151;0,638;255;1,084;0,379;29,962;110,288;4,077
0;88,238;75,225;60,74;0,638;255;0,898;0,365;38,887;126,862;4,306
0;87,895;77,775;60,258;0,638;255;0,792;0,181;36,975;128,775;4,291
0;87,705;80,962;59,887;0,638;255;0,779;0,254;35,7;128,137;4,258
1;102,902;101,363;68,254;0,638;255;0,737;-0,228;41,438;137,062;4,213
0;96,592;94,35;60,89;0,638;255;0,681;0,08;43,988;134,512;4,313
0;86,426;79,688;59,639;0,638;255;0,846;0,422;34,425;126,225;4,201
0;86,855;78,412;60,336;0,638;255;0,817;0,289;35,7;126,862;4,281
0;89,802;82,875;61,389;0,638;255;0,873;0,428;36,975;128,775;4,174
0;87,488;80,962;59,211;0,638;255;0,773;0,279;36,975;126,862;4,291
0;96,085;90,525;60,353;0,638;255;0,624;-0,004;47,175;135,788;4,363
0;91,431;90,525;60,002;0,638;255;0,689;0,114;37,612;131,325;4,256
0;89,264;87,338;58,57;0,638;255;0,755;0,316;37,612;128,775;4,209
0;93,051;84,15;62,865;0,638;255;0,779;0,17;42,075;132,6;4,313
0;107,161;105,188;64,4;0,638;255;0,555;-0,185;54,188;145,35;4,339
0;99,885;100,725;61,204;0,638;255;0,646;0,09;46,538;136,425;4,293
0;105,741;108,375;61,734;0,638;255;0,565;0,034;52,912;139,612;4,292
0;97,749;98,175;61,014;0,638;255;0,65;0,102;44,625;135,15;4,301
0;101,316;103,275;61,071;0,638;255;0,657;0,154;48,45;135,788;4,28
0;98,373;98,175;60,593;0,638;255;0,661;0,08;45,262;135,15;4,306
0;95,404;93,712;60,35;0,638;255;0,723;0,207;43,35;131,962;4,291
0;95,286;94,988;61,151;0,638;255;0,708;0,146;41,438;132,6;4,284
0;106,478;101,363;65,711;0,638;255;0,581;-0,241;53,55;146,625;4,356
0;98,107;89,887;66,08;0,638;255;0,741;-0,047;43,988;138,338;4,314
0;104,215;102;65,194;0,638;255;0,668;-0,06;49,725;141,525;4,283
0;95,341;88,612;64,276;0,638;255;0,89;0,278;40,162;131,962;4,149
0;93,275;86,7;61,771;0,638;255;0,795;0,199;40,8;131,962;4,287
0;98,012;97,538;63,011;0,638;255;0,828;0,285;42,713;133,237;4,152
0;75,525;54,188;57,896;0,638;255;1,151;1,053;30,6;114,75;4,161
0;88,539;75,862;60,06;0,638;255;0,85;0,323;40,8;127,5;4,318
0;81,484;65,025;59,305;0,638;255;0,992;0,613;34,425;120,488;4,263
0;75,525;54,188;57,896;0,638;255;1,151;1,053;30,6;114,75;4,161
0;83,986;67,575;60,157;0,638;255;0,954;0,477;35,7;123,675;4,279
0;85,94;74,587;59,278;0,638;255;0,846;0,326;39,525;123,675;4,332
0;83,006;65,663;59,813;0,638;255;0,989;0,578;35,062;122,4;4,246
0;85,074;71,4;59,892;0,638;255;0,883;0,438;35,062;126,862;4,212
0;86,769;81,6;62,689;0,638;255;0,808;0,232;31,238;126,225;4,25
0;87,368;77,775;59,838;0,638;255;0,857;0,329;36,338;126,225;4,278
0;81,147;65,025;58,111;0,638;255;0,98;0,581;34,425;119,85;4,266
0;89,309;79,05;60,861;0,638;255;0,854;0,273;38,887;127,5;4,321
0;84,063;72,675;58,351;0,638;255;0,896;0,451;35,062;123,038;4,268
0;96,337;86,7;63,641;0,638;255;0,742;0,022;45,9;135,15;4,366
0;90,281;85,425;58,489;0,638;255;0,775;0,277;40,162;128,137;4,293
0;84,399;70,125;60,027;0,638;255;0,951;0,467;36,338;121,762;4,308
1;84,501;65,025;63,04;0,638;255;1,001;0,321;35,062;122,4;4,312
1;93,195;67,575;65,233;0,638;255;1,02;0,117;40,8;133,875;4,162
0;77,976;58,65;58,544;0,638;255;1,154;0,981;32,513;114,75;4,211
0;83,939;70,762;58,11;0,638;255;0,946;0,567;36,975;121,125;4,282
0;77,232;58,65;57,765;0,638;255;1,164;1,035;33,15;112,838;4,223
1;113,458;102;62,871;0,638;255;0,79;-0,057;65,663;146,625;4,271
0;78,53;58,65;59,739;0,638;255;1,151;0,889;32,513;114,75;4,233
0;108,112;115,388;63,346;0,638;255;0,528;-0,088;50,363;138,338;4,204
0;104,523;109,65;60,776;0,638;255;0,525;-0,064;49,725;138,975;4,301
0;100,939;104,55;60,314;0,638;255;0,592;0,027;46,538;135,788;4,297
0;111,883;115,388;57,971;0,638;255;0,537;0,274;67,575;140,888;4,245
0;109,361;112,2;58,919;0,638;255;0,527;0,16;62,475;140,888;4,289
0;112,988;115,388;59,425;0,638;255;0,496;0,086;67,575;143,438;4,296
0;118,014;120,488;59,188;0,638;255;0,495;0,157;76,5;144,712;4,233
0;115,054;123,038;57,952;0,638;255;0,475;0,118;65,025;144,075;4,153
0;112,134;115,388;58,607;0,638;255;0,508;0,161;66,3;142,8;4,273
0;109,349;113,475;60,46;0,638;255;0,527;0,053;58,65;140,888;4,279
0;110,602;113,475;61,201;0,638;255;0,529;0,018;60,562;141,525;4,291
0;116,319;119,85;61,764;0,638;255;0,539;0,032;67,575;144,075;4,193
0;80,06;63,112;59,724;0,638;255;1,067;0,779;34,425;116,663;4,264
0;73,982;52,912;57,993;0,638;255;1,105;0,769;29,325;112,838;4,217
0;73,961;51;56,821;0,638;255;1,102;0,831;29,325;114,75;4,149
0;82,571;68,212;58,768;0,638;255;0,775;-0,002;33,788;124,95;4,327
0;78,46;59,925;59,34;0,638;255;1,017;0,552;31,875;117,3;4,269
0;72,132;51;57,833;0,638;255;1,181;0,994;28,05;109,65;4,192
0;102,476;107,738;59,967;0,638;255;0,528;0,046;49,088;137,062;4,291
0;110,871;106,462;63,601;0,638;255;0,469;-0,301;62,475;150,45;4,397
0;107,281;110,925;59,403;0,638;255;0,494;0,076;58,012;139,612;4,306
0;108,492;105,188;63,994;0,638;255;0,509;-0,238;58,012;147,263;4,375
0;114,205;117,3;59,893;0,638;255;0,391;-0,093;66,938;147,263;4,332
0;108,744;107,1;62,041;0,638;255;0,557;-0,027;59,925;144,712;4,329
0;88,12;84,15;57,497;0,638;255;0,769;0,379;38,25;126,225;4,256
0;94,936;93,712;60,032;0,638;255;0,782;0,328;42,075;130,688;4,24
0;100,785;92,438;65,749;0,638;255;0,766;0,039;48,45;137,7;4,305
0;100,314;100,088;59,478;0,638;255;0,719;0,294;50,363;133,237;4,291
0;113,215;113,475;62,25;0,638;255;0,35;-0,31;64,388;152,362;4,386
0;108,399;115,388;58,238;0,638;255;0,443;0,051;58,012;140,888;4,266
0;94,5;99,45;60,406;0,638;255;0,578;0,048;38,887;131,962;4,278
0;118,735;122,4;60,586;0,638;255;0,57;0,188;74,587;142,8;4,099
0;105,326;108,375;56,746;0,638;255;0,597;0,37;58,65;136,425;4,264
0;96,666;98,175;62,607;0,638;255;0,607;-0,128;39,525;136,425;4,296
0;106,137;109,65;55,828;0,638;255;0,569;0,399;61,2;137,062;4,262
0;105,686;109,012;58,009;0,638;255;0,599;0,278;57,375;137,062;4,267
0;111,979;117,938;61,669;0,638;255;0,557;0,084;59,288;140,888;4,163
0;102,724;106,462;60,859;0,638;255;0,524;-0,073;48,45;138,975;4,315
0;123,53;118,575;58,111;0,638;255;0,824;0,468;88,612;139,612;4,051
0;112,284;116,025;58,748;0,638;255;0,469;0,049;65,025;144,075;4,293
0;115,965;116,025;58,062;0,638;255;0,641;0,327;74,587;140,888;4,23
0;116,199;117,938;56,778;0,638;255;0,492;0,238;75,225;144,712;4,272
0;110,696;114,75;60,06;0,638;255;0,502;0,049;61,2;140,888;4,282
0;110,903;114,75;59,347;0,638;255;0,514;0,076;62,475;141,525;4,285
0;113,124;116,663;59,145;0,638;255;0,469;0,043;65,663;144,075;4,29
0;100,581;104,55;61,384;0,638;255;0,536;-0,099;44,625;137,7;4,31
0;107,964;111,562;60,021;0,638;255;0,506;0,007;57,375;141,525;4,312
1;114,678;114,75;66,607;0,638;255;0,586;-0,315;57,375;144,075;4,23
0;104,861;111,562;58,741;0,638;255;0,488;0,047;51,638;138,338;4,263
0;115,568;119,85;57,657;0,638;255;0,451;0,227;73,312;143,438;4,245
0;115,913;120,488;57,218;0,638;255;0,415;0,187;73,95;144,075;4,255
0;97,071;99,45;57,992;0,638;255;0,739;0,428;45,262;132,6;4,181
0;86,909;75,225;60,534;0,638;255;0,876;0,369;36,338;126,862;4,267
0;113,059;101,363;73,255;0,638;255;0,479;-0,788;52,912;163,2;4,414
0;104,379;107,738;58,206;0,638;255;0,642;0,408;56,1;135,15;4,23
0;104,161;111,562;58,513;0,638;255;0,716;0,343;48,45;135,788;4,066
0;108,882;117,3;56,969;0,638;255;0,648;0,372;55,462;138,338;4,071
0;95,193;93,712;59,914;0,638;255;0,715;0,248;43,35;131,962;4,286
0;95,586;96,9;57,616;0,638;255;0,762;0,318;42,713;132,6;4,099
0;91,28;86,7;59,221;0,638;255;0,733;0,216;40,8;129,412;4,312
0;86,721;81,6;57,741;0,638;255;0,78;0,401;36,975;125,587;4,262
0;92,94;93,712;58,624;0,638;255;0,796;0,47;41,438;128,775;4,204
0;102,631;96,262;62,977;0,638;255;0,588;-0,154;52,912;142,8;4,389
0;93,234;89,25;59,868;0,638;255;0,679;0,077;42,075;131,962;4,336
0;131,775;126,225;73,815;0,638;255;0,176;-1,025;72,038;188,062;4,401
0;119,86;116,663;61,122;0,638;255;0,579;0;76,5;147,9;4,267
0;113,271;110,288;61,535;0,638;255;0,78;0,239;67,575;137,062;4,213
0;118,906;114,75;59,55;0,638;255;0,666;0,177;77,138;145,35;4,242
0;111,111;109,65;62,657;0,638;255;0,626;-0,002;61,838;142,162;4,298
0;100,944;100,725;65,809;0,638;255;0,662;-0,127;42,713;138,975;4,276
0;83,411;70,125;59,536;0,638;255;0,977;0,624;37,612;118,575;4,301
0;76,133;54,825;59,021;0,638;255;1,133;0,864;30,6;114,75;4,208
0;78,05;56,738;60,495;0,638;255;1,068;0,641;30,6;118,575;4,225
0;75,146;51;58,666;0,638;255;1,14;0,878;29,962;116,663;4,147
0;74,356;51,638;57,185;0,638;255;1,287;1,472;31,875;113,475;4,084
0;76,289;54,825;59,624;0,638;255;1,099;0,761;29,962;116,025;4,214
0;75,28;54,825;58,202;0,638;255;1,112;0,875;29,962;114,75;4,203
0;75,43;54,825;57,436;0,638;255;1,11;0,936;30,6;115,388;4,175
0;77,581;56,738;59,917;0,638;255;1,086;0,704;31,238;117,3;4,23
0;80,572;63,112;58,153;0,638;255;0,964;0,568;33,15;121,762;4,213
0;81,791;65,025;59,702;0,638;255;0,979;0,521;33,788;121,125;4,268
0;81,991;62,475;57,938;0,638;255;1,084;0,932;36,338;121,762;4,149
0;82,129;66,3;59,092;0,638;255;0,945;0,501;33,788;122,4;4,246
0;120,718;118,575;56,855;0,638;255;0,679;0,412;83,512;142,8;4,185
0;119,121;117,938;59,921;0,638;255;0,564;0,092;77,138;145,35;4,26
0;118,052;116,025;56,216;0,638;255;0,699;0,565;81,6;141,525;4,188
0;117,698;117,938;56,692;0,638;255;0,608;0,477;80,962;142,162;4,198
0;86,075;66,3;63,169;0,638;255;1,002;0,492;34,425;127,5;4,145
0;91,592;87,975;63,761;0,638;255;0,791;0,162;35,7;130,05;4,26
0;87,031;76,5;63,02;0,638;255;0,844;0,202;32,513;128,137;4,24
0;88,016;78,412;63,066;0,638;255;0,846;0,232;34,425;128,137;4,272
0;86,979;76,5;62,287;0,638;255;0,842;0,233;33,788;127,5;4,27
0;87,037;73,312;63,441;0,638;255;0,864;0,178;34,425;128,137;4,302
0;101,221;100,725;63,737;0,638;255;0,637;-0,059;45,9;138,338;4,31
0;86,713;76,5;62,352;0,638;255;0,847;0,255;33,15;127,5;4,249
0;85,865;74,587;62,502;0,638;255;0,894;0,349;33,15;125,587;4,255
0;89,194;73,312;64,528;0,638;255;0,898;0,237;37,612;129,412;4,293
0;87,056;75,225;62,351;0,638;255;0,838;0,191;33,788;128,775;4,241
0;95,697;86,062;64,907;0,638;255;0,748;0,003;43,35;135,788;4,338
0;92,027;80,962;63,071;0,638;255;0,889;0,31;38,887;130,688;4,224
0;83,798;69,488;61,797;0,638;255;0,95;0,485;31,875;124,312;4,2
0;87,784;83,512;62,734;0,638;255;0,837;0,331;33,15;125,587;4,251
0;83,567;60,562;59,164;0,638;255;1,009;0,56;34,425;126,862;4,011
0;95,131;93,075;63,147;0,638;255;0,732;0,09;39,525;133,237;4,284
0;93,645;81,6;66,184;0,638;255;0,835;0,088;40,162;133,237;4,304
0;88,282;78,412;61,051;0,638;255;0,759;0,061;35,062;130,688;4,261
0;83,19;70,125;59,158;0,638;255;0,848;0,321;33,15;124,312;4,256
0;90,191;86,062;60,818;0,638;255;0,736;0,115;36,338;130,688;4,251
0;86,727;77,775;60,334;0,638;255;0,785;0,175;34,425;128,137;4,257
0;87,606;79,688;60,262;0,638;255;0,771;0,143;34,425;129,412;4,226
0;88,897;80,325;61,379;0,638;255;0,73;0,005;35,7;131,325;4,29
0;94,457;84,788;64,537;0,638;255;0,758;0,029;42,075;135,15;4,331
0;103,344;103,912;59,924;0,638;255;0,633;0,12;52,275;137,7;4,302
0;104,067;100,088;65,615;0,638;255;0,61;-0,185;50,363;143,438;4,343
0;94,462;93,712;60,796;0,638;255;0,671;0,093;40,8;132,6;4,301
0;101,839;102,638;61,686;0,638;255;0,698;0,171;48,45;134,512;4,283
0;105,107;103,912;61,441;0,638;255;0,638;0,089;55,462;138,338;4,327
0;103,878;98,812;65,848;0,638;255;0,604;-0,223;49,725;144,075;4,356
0;99,464;100,725;59,875;0,638;255;0,636;0,157;47,175;133,875;4,304
0;97,802;98,175;62,758;0,638;255;0,654;-0,01;41,438;135,15;4,3
0;107,905;103,912;67,23;0,638;255;0,573;-0,297;52,275;147,263;4,327
0;107,881;110,288;59,541;0,638;255;0,551;0,101;59,288;140,25;4,307
0;107,45;101,363;65,159;0,638;255;0,492;-0,395;55,462;149,812;4,414
0;104,165;104,55;60,674;0,638;255;0,604;0,079;53,55;137,7;4,327
0;105,024;102,638;67,095;0,638;255;0,633;-0,191;48,45;143,438;4,292
0;125,065;124,312;52,07;0,638;255;0,616;0,876;97,538;144,075;4,097
0;119,147;121,125;56,255;0,638;255;0,522;0,448;83,512;143,438;4,19
0;133,167;128,775;54,732;0,638;255;0,732;0,668;107,738;144,075;3,869
0;85,153;80,962;57,401;0,638;255;0,932;0,847;36,975;119,212;4,243
0;89,358;84,788;57,969;0,638;255;0,931;0,818;42,075;121,762;4,263
0;88,684;83,512;60,385;0,638;255;0,762;0,187;35,7;128,137;4,266
0;92,525;87,975;62,955;0,638;255;0,767;0,114;37,612;131,325;4,281
0;100,312;100,088;62,72;0,638;255;0,59;-0,128;45,262;138,975;4,343
0;112,556;114,75;57,933;0,638;255;0,577;0,341;70,125;140,25;4,236
0;92,044;89,25;61,981;0,638;255;0,721;0,063;36,975;131,962;4,28
0;83,836;67,575;61,597;0,638;255;0,933;0,382;32,513;124,95;4,247
0;117,687;116,025;55,189;0,638;255;0,67;0,479;79,688;142,8;4,242
0;105,99;107,738;63,473;0,638;255;0,603;-0,076;49,725;139,612;4,296
0;111;111,562;62,095;0,638;255;0,558;-0,035;60,562;142,8;4,308
0;103,359;105,825;63,484;0,638;255;0,617;-0,063;46,538;137,7;4,3
0;96,793;96,262;61,221;0,638;255;0,702;0,132;43,35;133,237;4,299
0;106,97;107,738;62,818;0,638;255;0,604;0,003;54,188;138,975;4,305
0;109,474;108,375;61,071;0,638;255;0,624;0,078;61,2;140,25;4,313
0;105,585;112,838;61,264;0,638;255;0,634;0,055;46,538;137,062;4,125
0;104,538;108,375;67,6;0,638;255;0,684;-0,083;42,713;135,788;4,149
0;100,654;99,45;62,886;0,638;255;0,65;-0,076;45,9;137,7;4,339
0;109,05;110,925;60,714;0,638;255;0,611;0,152;59,288;138,338;4,268
0;108,326;109,65;63,791;0,638;255;0,59;-0,093;53,55;140,25;4,296
0;97,653;94,35;63,513;0,638;255;0,717;0,029;43,35;133,875;4,328
0;96,576;96,262;62,519;0,638;255;0,676;0,026;41,438;134,512;4,3
0;99,312;96,262;62,171;0,638;255;0,652;-0,038;46,538;137,7;4,345
0;102,71;102,638;64,577;0,638;255;0,632;-0,164;45,262;139,612;4,305
0;89,887;87,338;62,093;0,638;255;0,768;0,211;35,062;127,5;4,284
0;120,363;121,762;59,155;0,638;255;0,479;0,066;78,412;147,263;4,251
0;99,919;98,175;62,185;0,638;255;0,587;-0,138;46,538;138,975;4,364
0;114,872;116,025;57,401;0,638;255;0,531;0,236;73,312;142,8;4,277
0;123,984;126,862;58,462;0,638;255;0,43;0,252;89,25;145,988;4,105
0;124,369;127,5;58,797;0,638;255;0,447;0,257;89,887;145,35;4,074
0;127,115;129,412;53,851;0,638;255;0,306;0,458;99,45;149,812;4,18
0;118,44;121,762;57,963;0,638;255;0,407;0,315;84,15;142,162;4,192
0;118,515;124,312;59,837;0,638;255;0,314;-0,056;73,312;147,9;4,256
0;119,905;124,312;60,419;0,638;255;0,356;-0,026;77,138;147,9;4,243
0;129,9;129,412;54,359;0,638;255;0,389;0,487;103,275;150,45;4,144
0;119,308;123,675;59,014;0,638;255;0,343;0,105;80,325;145,988;4,231
0;123,113;126,225;55,763;0,638;255;0,336;0,348;92,438;146,625;4,195
0;123,055;126,862;58,92;0,638;255;0,425;0,232;86,7;145,988;4,098
0;121,012;124,95;58,313;0,638;255;0,357;0,181;84,788;145,988;4,203
0;118,515;124,312;59,837;0,638;255;0,314;-0,056;73,312;147,9;4,256
0;117,888;123,038;59,693;0,638;255;0,338;-0,009;73,95;146,625;4,26
0;120,972;124,95;59,787;0,638;255;0,291;-0,021;80,962;149,812;4,262
0;112,11;118,575;63,9;0,638;255;0,559;-0,007;56,738;140,888;4,131
0;105,536;108,375;63,846;0,638;255;0,561;-0,135;49,088;140,888;4,296
0;134,598;127,5;69,303;0,638;255;0,353;-0,639;87,975;166,388;4,103
0;106,231;111,562;64,988;0,638;255;0,607;-0,065;47,175;138,975;4,189
0;108,13;114,75;65,261;0,638;255;0,598;-0,095;47,812;139,612;4,148
0;87,73;75,862;61,292;0,638;255;0,826;0,194;35,7;128,775;4,27
0;123,516;131,325;54,81;0,638;255;0,341;0,312;87,975;147,263;4,095
0;131,188;128,775;58,875;0,638;255;0,518;0,235;101,363;147,9;4,014
0;134,703;130,05;49,148;0,638;255;0,71;1,194;110,925;148,538;3,965
0;131,036;128,137;53,688;0,638;255;0,54;0,621;103,912;149,175;4,094
1;129,426;132,6;63,819;0,638;255;0,193;-0,41;84,788;161,288;4,287
1;139,569;139,612;61,858;0,638;255;0,119;-0,397;101,363;171,487;4,264
0;113,816;120,488;60,553;0,638;255;0,319;-0,152;63,75;145,988;4,297
1;131,212;132,6;63,664;0,638;255;0,221;-0,418;86,7;163,2;4,269
0;136,347;131,325;54,595;0,638;255;0,633;0,607;110,925;147,9;3,889
1;137,232;138,975;60,063;0,638;255;0,033;-0,422;98,175;174,038;4,36
0;133,592;130,05;53,022;0,638;255;0,547;0,656;106,462;151,088;4,066
1;133,12;135,15;61,577;0,638;255;0,177;-0,36;91,8;164,475;4,303
0;75,14;55,462;56,023;0,638;255;1,078;0,921;30,6;114,75;4,162
0;96,051;82,875;67,537;0,638;255;0,747;-0,229;42,075;137,062;4,404
0;77,907;60,562;59,247;0,638;255;1,032;0,61;31,238;115,388;4,274
0;77,103;58,012;57,567;0,638;255;1,062;0,837;30,6;116,663;4,179
0;87,239;75,225;60,501;0,638;255;0,806;0,145;37,612;127,5;4,34
0;77,748;54,825;58,12;0,638;255;1,218;1,224;33,15;117,938;4,094
0;83,555;67,575;61,773;0,638;255;1,051;0,713;36,338;119,85;4,262
0;80,591;60,562;58,277;0,638;255;0,968;0,529;32,513;123,038;4,163
0;86,423;72,675;60,762;0,638;255;0,907;0,383;36,975;125,587;4,293
0;84,899;68,85;59,86;0,638;255;0,9;0,385;34,425;126,862;4,186
0;85,707;73,95;59,043;0,638;255;0,91;0,508;36,975;124,312;4,25
0;85,951;72,038;60,508;0,638;255;0,879;0,312;36,338;126,225;4,285
0;86,745;73,95;60,65;0,638;255;0,835;0,223;36,338;128,137;4,28
0;90,693;82,238;61,287;0,638;255;0,741;0,062;38,887;131,325;4,327
0;95,434;92,438;59,027;0,638;255;0,719;0,237;45,262;131,962;4,312
0;93,922;88,612;61,777;0,638;255;0,751;0,108;41,438;132,6;4,316
0;89,882;83,512;61,446;0,638;255;0,768;0,14;36,338;130,05;4,266
0;103,591;99,45;63,294;0,638;255;0,51;-0,273;52,275;145,35;4,396
0;94,261;93,712;61,65;0,638;255;0,7;0,082;39,525;132,6;4,274
0;97,002;95,625;61,652;0,638;255;0,692;0,091;43,35;133,875;4,308
0;101,547;110,288;62,105;0,638;255;0,511;-0,106;42,713;138,338;4,232
